Series ID,ndemplsa,ndlfprsa,gfemplnsa,ndemplnsa,ndlfprnsa
"Jun
1983",299596,65.4,,309618,67.9
"Jul
1983",300895,65.5,,313007,67.6
"Aug
1983",302064,65.6,,312806,67.6
"Sep
1983",302957,65.7,,305997,65.8
"Oct
1983",303571,65.8,,306222,65.5
"Nov
1983",303983,65.7,,301424,64.8
"Dec
1983",304348,65.7,,298925,64.6
"Jan
1984",304792,65.8,,293596,64.1
"Feb
1984",305314,65.9,,295811,64.7
"Mar
1984",305851,66.0,,298008,65.1
"Apr
1984",306322,66.1,,302625,65.6
"May
1984",306701,66.1,,309947,66.6
"Jun
1984",306953,66.2,,316550,68.3
"Jul
1984",307034,66.2,,318578,68.4
"Aug
1984",307009,66.2,,316530,68.0
"Sep
1984",307020,66.4,,310547,66.5
"Oct
1984",307207,66.4,,310312,66.4
"Nov
1984",307657,66.5,,304278,65.4
"Dec
1984",308351,66.8,,302005,65.4
"Jan
1985",309124,67.0,,298698,65.5
"Feb
1985",309825,67.1,,300889,65.9
"Mar
1985",310345,67.4,,303294,66.7
"Apr
1985",310635,67.5,,307433,67.0
"May
1985",310732,67.5,,313439,67.7
"Jun
1985",310800,67.6,,319352,69.7
"Jul
1985",311015,67.7,,322500,69.8
"Aug
1985",311478,67.8,,321148,69.5
"Sep
1985",312131,68.0,,315189,68.1
"Oct
1985",312802,68.1,,315855,68.2
"Nov
1985",313302,68.2,,310319,67.3
"Dec
1985",313498,68.3,,308054,67.0
"Jan
1986",313412,68.3,,303576,66.8
"Feb
1986",313143,68.2,,303700,66.9
"Mar
1986",312827,68.2,,305075,67.2
"Apr
1986",312609,68.1,,309189,67.6
"May
1986",312564,68.1,,314848,68.4
"Jun
1986",312684,68.1,,322468,70.4
"Jul
1986",312909,68.1,,323807,70.1
"Aug
1986",313150,68.1,,323669,69.9
"Sep
1986",313346,68.2,,315822,68.2
"Oct
1986",313476,68.1,,316603,68.1
"Nov
1986",313522,68.1,,309988,67.2
"Dec
1986",313560,68.2,,308184,67.0
"Jan
1987",313626,68.2,,303128,66.7
"Feb
1987",313737,68.2,,304875,67.0
"Mar
1987",313925,68.3,,306012,67.3
"Apr
1987",314164,68.3,,311270,67.9
"May
1987",314423,68.3,,317684,68.7
"Jun
1987",314657,68.5,,323456,70.5
"Jul
1987",314822,68.5,,326272,70.7
"Aug
1987",314894,68.5,,325109,70.5
"Sep
1987",314941,68.5,,317133,68.5
"Oct
1987",315008,68.6,,317812,68.6
"Nov
1987",315144,68.6,,311685,67.6
"Dec
1987",315281,68.5,,309183,67.2
"Jan
1988",315355,68.5,,305318,67.0
"Feb
1988",315368,68.6,,307215,67.5
